PurchaseID,PurchaseTimestamp,PurchaseDate,Auction,VehYear,Make,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,MMRCurrentRetailRatio,PRIMEUNIT,AUCGUART,VNST,VehBCost,IsOnlineSale,WarrantyCost,ForSale,IsBadBuy
23859,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48889,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23860,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,47280,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23861,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,46333,AMERICAN,MEDIUM,CHRYSLER,7314,7822,10431,10904,6981,7783,10680,11234,0.950685419,?,?,OK,6800,0,975,Yes,0
23862,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48817,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23863,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,?,?,52675,AMERICAN,MEDIUM,CHRYSLER,7314,7822,10431,10904,7153,7689,10223,10807,0.945960951,?,?,OK,6800,0,1086,Yes,1
23864,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,?,?,45383,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7743,8225,11335,11733,0.966078582,?,?,OK,7500,0,693,Yes,1
23865,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,?,?,50185,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7600,8169,11067,11732,0.943317422,?,?,OK,7500,0,754,Yes,1
23866,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,50980,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,754,Yes,0
23867,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,47417,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6927,7727,10220,10971,0.931546805,?,?,OK,6800,0,975,Yes,0
23868,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48145,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7732,8562,11505,12303,0.935137771,?,?,OK,7500,0,693,Yes,0
23869,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,?,?,48956,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6820,7416,10170,10706,0.949934616,?,?,OK,6800,0,975,Yes,1
23870,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,49902,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23871,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,48490,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23872,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,47761,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6949,7818,10167,11231,0.905262221,?,?,OK,6800,0,975,Yes,0
23873,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,47758,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7860,8721,11874,12643,0.939175829,?,?,OK,7500,0,693,Yes,0
23874,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,50349,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7200,0,754,Yes,0
23875,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,?,?,51746,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6820,7416,10170,10706,0.949934616,?,?,OK,6800,0,1086,Yes,1
23876,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,2,Covers,51248,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6298,7014,9791,10665,0.918049695,?,?,OK,6800,0,1086,Yes,0
23877,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,46886,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,693,Yes,0
23878,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,50619,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7339,8309,10970,11911,0.920997397,?,?,OK,7200,0,754,Yes,1
23879,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,45870,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7634,8544,11123,12032,0.924451463,?,?,OK,7500,0,693,Yes,1
23880,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48372,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7720,8582,11444,12252,0.934051583,?,?,OK,7500,0,693,Yes,0
23881,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,47860,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23882,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,46157,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23883,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,?,?,50652,AMERICAN,MEDIUM,CHRYSLER,7314,7822,10431,10904,7153,7689,10223,10807,0.945960951,?,?,OK,6800,0,1086,Yes,1
23884,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,?,?,46910,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7743,8225,11335,11733,0.966078582,?,?,OK,7500,0,693,Yes,1
23885,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,47353,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7732,8562,11505,12303,0.935137771,?,?,OK,7500,0,693,Yes,0
23886,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,46733,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7732,8562,11505,12303,0.935137771,?,?,OK,7500,0,693,Yes,0
23887,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,46075,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23888,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,50277,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6972,7740,10359,11094,0.933747972,?,?,OK,6800,0,1086,Yes,0
23889,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,46822,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23890,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,46803,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23891,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,52254,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7634,8544,11123,12032,0.924451463,?,?,OK,7500,0,754,Yes,0
23892,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,?,?,50251,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,7153,7689,10223,10807,0.945960951,?,?,OK,6800,0,1086,Yes,1
23893,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,49148,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,0.947162107,?,?,OK,7200,0,693,Yes,0
23894,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,47656,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7579,8423,11382,12156,0.936327739,?,?,OK,7500,0,693,Yes,0
23895,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,47366,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7860,8721,11874,12643,0.939175829,?,?,OK,7500,0,693,Yes,0
23896,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,49902,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23897,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,47658,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7579,8423,11382,12156,0.936327739,?,?,OK,7500,0,693,Yes,0
23898,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,?,?,45171,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7743,8225,11335,11733,0.966078582,?,?,OK,7500,0,693,Yes,1
23899,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,49374,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7720,8582,11444,12252,0.934051583,?,?,OK,7500,0,693,Yes,0
23900,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48734,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23901,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,47137,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23902,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,47919,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,693,Yes,0
23903,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48926,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23904,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,50855,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7732,8562,11505,12303,0.935137771,?,?,OK,7500,0,754,Yes,0
23905,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,?,?,48134,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7497,8102,10721,11350,0.944581498,?,?,OK,7500,0,693,Yes,1
23906,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,47116,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7860,8721,11874,12643,0.939175829,?,?,OK,7500,0,693,Yes,0
23907,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,45897,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23908,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,49860,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,693,Yes,0
23909,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,46825,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,693,Yes,0
23910,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48574,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23911,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48074,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7720,8582,11444,12252,0.934051583,?,?,OK,7500,0,693,Yes,0
23912,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,48346,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,693,Yes,0
23913,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,49089,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7907,8791,11515,12347,0.93261521,?,?,OK,7500,0,693,Yes,0
23914,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,?,?,47718,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7743,8225,11335,11733,0.966078582,?,?,OK,7500,0,693,Yes,1
23915,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,50384,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7907,8791,11515,12347,0.93261521,?,?,OK,7500,0,754,Yes,0
23916,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,?,?,50425,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6983,7556,10888,11388,0.956094134,?,?,OK,6800,0,1086,Yes,1
23917,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,46688,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23918,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,49087,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23919,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,48311,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23920,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,47625,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7720,8582,11444,12252,0.934051583,?,?,OK,7500,0,693,Yes,0
23921,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,?,?,48232,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7743,8225,11335,11733,0.966078582,?,?,OK,7500,0,693,Yes,1
23922,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,48096,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23923,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,47027,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7500,0,693,Yes,0
23924,1270512000,6/04/2010 10:00,OTHER,2008,CHRYSLER,RED,AUTO,?,?,51813,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6820,7416,10170,10706,0.949934616,?,?,OK,6800,0,1086,Yes,1
23925,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,?,?,50000,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7731,8668,11453,12309,0.930457389,?,?,OK,7200,0,693,Yes,1
23926,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,48347,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23927,1270512000,6/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,47262,AMERICAN,MEDIUM,CHRYSLER,7811,8258,11114,11562,7678,8543,11509,12387,0.929119238,?,?,OK,7500,0,693,Yes,0
23928,1270684800,8/04/2010 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,47539,AMERICAN,MEDIUM,CHRYSLER,7797,8274,11100,11578,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23929,1270684800,8/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,48376,AMERICAN,MEDIUM,CHRYSLER,7797,8274,11100,11578,7907,8791,11515,12347,0.93261521,?,?,OK,7500,0,693,Yes,0
23930,1270684800,8/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,46541,AMERICAN,MEDIUM,CHRYSLER,7797,8274,11100,11578,7720,8582,11444,12252,0.934051583,?,?,OK,7500,0,693,Yes,0
23931,1270684800,8/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,?,?,45278,AMERICAN,MEDIUM,CHRYSLER,7797,8274,11100,11578,7559,8168,11270,11713,0.962178776,?,?,OK,7500,0,693,Yes,1
23932,1270684800,8/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,46019,AMERICAN,MEDIUM,CHRYSLER,7797,8274,11100,11578,7387,8276,10612,11590,0.915616911,?,?,OK,7500,0,693,Yes,0
23933,1271376000,16/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,48095,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7907,8791,11515,12347,0.93261521,?,?,OK,7500,0,693,Yes,0
23934,1271376000,16/04/2010 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,47349,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7860,8721,11874,12643,0.939175829,?,?,OK,7500,0,693,Yes,0
23935,1271376000,16/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,47288,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7927,8811,11691,12701,0.920478702,?,?,OK,7500,0,693,Yes,0
23936,1271376000,16/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,46646,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7732,8562,11505,12303,0.935137771,?,?,OK,7500,0,693,Yes,0
23937,1271376000,16/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,46645,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7720,8582,11444,12252,0.934051583,?,?,OK,7500,0,693,Yes,0
23938,1271376000,16/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,47789,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7572,8438,11746,12453,0.943226532,?,?,OK,7500,0,693,Yes,0
23939,1271635200,19/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,51182,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7579,8423,11382,12156,0.936327739,?,?,OK,7150,0,754,Yes,0
23940,1271635200,19/04/2010 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,51170,AMERICAN,MEDIUM,CHRYSLER,7153,7689,10223,10807,6972,7740,10359,11094,0.933747972,?,?,OK,6500,0,1086,Yes,0
23941,1271635200,19/04/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,49963,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7724,8430,11598,12245,0.947162107,?,?,OK,7150,0,693,Yes,0
23942,1271635200,19/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,45211,AMERICAN,MEDIUM,CHRYSLER,7743,8225,11335,11733,7724,8430,11598,12245,0.947162107,?,?,OK,7500,0,693,Yes,0
23943,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,46961,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8504,9452,12325,13244,0.930610088,?,?,OK,9000,0,834,Yes,0
23944,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,46837,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,7337,8654,11402,12351,0.923164116,?,?,OK,9000,0,834,Yes,0
23945,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,48340,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8065,9303,11929,13099,0.910680205,?,?,OK,9000,0,834,Yes,0
23946,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,38406,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8008,9265,12057,13180,0.914795144,?,?,OK,9000,0,762,Yes,0
23947,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,35923,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8155,9229,11950,12965,0.921712302,?,?,OK,9000,0,762,Yes,0
23948,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,GOLD,AUTO,2,Covers,54074,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,7661,8808,11624,12885,0.902134265,?,?,OK,9000,0,920,Yes,0
23949,1271721600,20/04/2010 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,51312,AMERICAN,MEDIUM,CHRYSLER,8716,9320,11923,12626,8032,8800,11696,12284,0.952132856,?,?,OK,8500,0,920,Yes,0
23950,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,47806,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8018,9189,11685,12739,0.917261951,?,?,OK,9000,0,834,Yes,0
23951,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,33843,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8125,9320,12019,13181,0.911842804,?,?,OK,9000,0,762,Yes,0
23952,1271721600,20/04/2010 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,49907,AMERICAN,MEDIUM,CHRYSLER,8716,9320,11923,12626,8112,8874,12310,12933,0.951828655,?,?,OK,8500,0,834,Yes,0
23953,1271721600,20/04/2010 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,38358,AMERICAN,MEDIUM,CHRYSLER,8949,9677,12945,13324,8155,9229,11950,12965,0.921712302,?,?,OK,9000,0,762,Yes,0
23954,1271721600,20/04/2010 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,2,Covers,51549,AMERICAN,MEDIUM,CHRYSLER,8716,9320,11923,12626,7739,8522,12178,12687,0.959880192,?,?,OK,8500,0,920,Yes,0
23955,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,WHITE,AUTO,2,Covers,43647,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,9096,9587,13135,13654,0.961989161,?,?,OK,8900,0,834,Yes,0
23956,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,WHITE,AUTO,2,Covers,46464,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8915,9331,13085,13504,0.968972156,?,?,OK,8900,0,834,Yes,0
23957,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,WHITE,AUTO,2,Covers,48369,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8860,9265,12810,13222,0.968839812,?,?,OK,8900,0,834,Yes,0
23958,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,BLUE,AUTO,2,Covers,44400,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8915,9331,13085,13504,0.968972156,?,?,OK,8900,0,834,Yes,0
23959,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,SILVER,AUTO,2,Covers,49956,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8777,9280,12514,13037,0.959883409,?,?,OK,8900,0,834,Yes,0
23960,1273190400,7/05/2010 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,38055,AMERICAN,MEDIUM,CHRYSLER,8441,9293,12264,13090,8382,9527,11783,12826,0.918680805,?,?,OK,8900,0,762,Yes,0
23961,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,BLUE,AUTO,2,Covers,42625,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8918,9301,12940,13495,0.958873657,?,?,OK,9000,0,834,Yes,0
23962,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,SILVER,AUTO,2,Covers,40509,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8915,9331,13085,13504,0.968972156,?,?,OK,9000,0,834,Yes,0
23963,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,SILVER,AUTO,2,Covers,43330,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8860,9265,12810,13222,0.968839812,?,?,OK,9000,0,834,Yes,0
23964,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,RED,AUTO,2,Covers,43620,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,9096,9587,13135,13654,0.961989161,?,?,OK,8900,0,834,Yes,0
23965,1273190400,7/05/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,37063,AMERICAN,MEDIUM,CHRYSLER,8441,9293,12264,13090,8065,9303,11929,13099,0.910680205,?,?,OK,8900,0,762,Yes,0
23966,1273190400,7/05/2010 10:00,OTHER,2009,CHRYSLER,SILVER,AUTO,2,Covers,41304,AMERICAN,MEDIUM,CHRYSLER,9212,9833,13215,13860,8918,9301,12940,13495,0.958873657,?,?,OK,9000,0,834,Yes,0
23967,1273190400,7/05/2010 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,37587,AMERICAN,MEDIUM,CHRYSLER,8441,9293,12264,13090,8382,9527,11783,12826,0.918680805,?,?,OK,8900,0,762,Yes,0
23968,1273536000,11/05/2010 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,49086,AMERICAN,MEDIUM,CHRYSLER,7537,8143,10763,11393,7678,8543,11509,12387,0.929119238,?,?,OK,7300,0,693,Yes,0
23969,1273536000,11/05/2010 10:00,OTHER,2009,CHRYSLER,BEIGE,AUTO,2,Covers,43333,AMERICAN,MEDIUM,CHRYSLER,9200,9793,12804,13491,9055,9414,12749,13151,0.969431982,?,?,OK,9000,0,834,Yes,0
